,trial_order,video_subject,administer,cue_type,cue_image,random_order,cond_type,condition_name,condition_num_filled_in_during_exper,image_glob,video_filename,cB_version,ISI1,ISI2
0,0,109-ib109,high,high,h041.png,28,6,vicarious,99,ib109*H.mp4,ib109t1aiaff_H.mp4,5,2.0,0.0
1,1,103-jk103,low,low,l034.png,11,1,vicarious,99,jk103*L.mp4,jk103t1aaunaff_L.mp4,5,1.4,0.0
2,2,047-jl047,low,low,l011.png,3,1,vicarious,99,jl047*L.mp4,jl047t1aaunaff_L.mp4,5,3.6,0.0
3,3,124-dn124,low,low,l005.png,5,1,vicarious,99,dn124*L.mp4,dn124t1aaunaff_L.mp4,5,2.6,0.0
4,4,042-ll042,med,low,l023.png,21,3,vicarious,99,ll042*M.mp4,ll042t1afunaff_M.mp4,5,2.6,0.0
5,5,064-ak064,med,low,l037.png,19,3,vicarious,99,ak064*M.mp4,ak064t1aiaff_M.mp4,5,4.0,0.0
6,6,092-ch092,high,low,l033.png,33,5,vicarious,99,ch092*H.mp4,ch092t2aiaff_H.mp4,5,1.4,0.0
7,7,124-dn124,high,low,l026.png,29,5,vicarious,99,dn124*H.mp4,dn124t1aiaff_H.mp4,5,1.5,0.0
8,8,043-jh043,low,high,h044.png,6,2,vicarious,99,jh043*L.mp4,jh043t2aaunaff_L.mp4,5,1.0,0.0
9,9,106-nm106,low,high,h050.png,8,2,vicarious,99,nm106*L.mp4,nm106t1aaunaff_L.mp4,5,1.4,0.0
10,10,064-ak064,low,high,h048.png,2,2,vicarious,99,ak064*L.mp4,ak064t1afunaff_L.mp4,5,1.8,0.0
11,11,106-nm106,med,low,l022.png,23,3,vicarious,99,nm106*M.mp4,nm106t2aaunaff_M.mp4,5,1.4,0.0
12,12,103-jk103,med,low,l035.png,13,3,vicarious,99,jk103*M.mp4,jk103t2aaunaff_M.mp4,5,1.8,0.0
13,13,043-jh043,high,low,l027.png,31,5,vicarious,99,jh043*H.mp4,jh043t2aeaff_H.mp4,5,2.6,0.0
14,14,047-jl047,high,high,h040.png,34,6,vicarious,99,jl047*H.mp4,jl047t1aiaff_H.mp4,5,3.6,0.0
15,15,120-kz120,low,high,h002.png,0,2,vicarious,99,kz120*L.mp4,kz120t2aaunaff_L.mp4,5,2.0,0.0
16,16,064-ak064,high,high,h054.png,32,6,vicarious,99,ak064*H.mp4,ak064t1aaaff_H.mp4,5,1.3,0.0
17,17,047-jl047,med,high,h045.png,12,4,vicarious,99,jl047*M.mp4,jl047t1aiunaff_M.mp4,5,2.0,0.0
18,18,108-th108,high,high,h055.png,30,6,vicarious,99,th108*H.mp4,th108t1aeaff_H.mp4,5,1.8,0.0
19,19,120-kz120,high,high,h042.png,24,6,vicarious,99,kz120*H.mp4,kz120t2aaaff_H.mp4,5,2.0,0.0
20,20,043-jh043,med,high,h046.png,18,4,vicarious,99,jh043*M.mp4,jh043t2aeunaff_M.mp4,5,2.6,0.0
21,21,120-kz120,med,high,h053.png,14,4,vicarious,99,kz120*M.mp4,kz120t2aeaff_M.mp4,5,1.8,0.0
22,22,108-th108,med,high,h052.png,20,4,vicarious,99,th108*M.mp4,th108t2aaunaff_M.mp4,5,1.3,0.0
23,23,066-mg066,high,high,h043.png,26,6,vicarious,99,mg066*H.mp4,mg066t1aaaff_H.mp4,5,2.0,0.0
24,24,106-nm106,high,low,l025.png,35,5,vicarious,99,nm106*H.mp4,nm106t1afaff_H.mp4,5,1.8,0.0
25,25,092-ch092,med,high,h047.png,16,4,vicarious,99,ch092*M.mp4,ch092t2aaaff_M.mp4,5,1.9,0.0
26,26,103-jk103,high,low,l032.png,27,5,vicarious,99,jk103*H.mp4,jk103t1aaaff_H.mp4,5,1.8,0.0
27,27,042-ll042,low,high,h049.png,4,2,vicarious,99,ll042*L.mp4,ll042t1aaunaff_L.mp4,5,1.9,0.0
28,28,066-mg066,low,low,l008.png,7,1,vicarious,99,mg066*L.mp4,mg066t2aeunaff_L.mp4,5,1.7,0.0
29,29,109-ib109,med,low,l021.png,15,3,vicarious,99,ib109*M.mp4,ib109t1afaff_M.mp4,5,1.9,0.0
30,30,042-ll042,high,low,l036.png,25,5,vicarious,99,ll042*H.mp4,ll042t1aiaff_H.mp4,5,1.8,0.0
31,31,092-ch092,low,low,l020.png,9,1,vicarious,99,ch092*L.mp4,ch092t2aeaff_L.mp4,5,1.2,0.0
32,32,109-ib109,low,high,h051.png,10,2,vicarious,99,ib109*L.mp4,ib109t1aiunaff_L.mp4,5,1.8,0.0
33,33,108-th108,low,low,l039.png,1,1,vicarious,99,th108*L.mp4,th108t1aaunaff_L.mp4,5,1.3,0.0
34,34,124-dn124,med,high,h056.png,22,4,vicarious,99,dn124*M.mp4,dn124t1aeunaff_M.mp4,5,3.6,0.0
35,35,066-mg066,med,low,l009.png,17,3,vicarious,99,mg066*M.mp4,mg066t2aaunaff_M.mp4,5,1.1,0.0
